what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450043078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450043781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450044875
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321450053031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450055437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450060171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321450060218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321450060218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450063046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450063046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450063171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450070906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450073234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450073250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450073343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450142406
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321450143843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450147390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450147531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450147687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450147875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450148156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450148531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450151375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450151546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450151718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450151906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450152078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321450152234
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321450154250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450155953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321450161250
