what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321437239484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321437239484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321437250125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321437425968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321437434937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321437451625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321437451640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321437451640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321437452921
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1321437527156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321437591578
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321437592671
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1321437600015
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1321437600218
opened,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.VariableView",1321437600328
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1321437600375
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1321437600421
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1321437600453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321437601968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438638968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438640484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438640484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438640609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438729343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438730296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438730296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438730390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438733593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438735156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438735156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438735296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438890406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438891000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438891000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438891140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438990890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438992015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438992015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321438992156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439074000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439076484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439141359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439141984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439141984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439142078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439142671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439146875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439146875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439146984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439242828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439244281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439244281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439244453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439344796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439345390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439346625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439352328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321439357984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441167218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441176812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441176812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441176953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441217937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441221593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441221609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441221750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441351687
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1321441358859
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1321441358890
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1321441358921
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1321441359062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441360359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441557093
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1321441561437
opened,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1321441561546
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1321441561562
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1321441562656
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1321441566359
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1321441567156
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1321441568406
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321441568453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321441570765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321443722578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321443723203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321443723203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321443723328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321444160843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321444162437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321444162437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321444162546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321444185375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321444194703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444204703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444205734
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1321444205781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444206046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444206312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444206515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444206718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444210125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444228562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444233515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321444247312
