what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321369090406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321369091125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369094765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369096156
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321369100593
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321369100750
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321369104484
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321369104718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369108953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369108953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369109109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369132171
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321369134656
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1321369142953
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321369149453
activated,view,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugView",1321369151390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369157109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369161859
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321369163062
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321369163281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369172828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369172843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369173234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369175750
activated,perspective,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.JavaPerspective",1321369178875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321369192140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321369192515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321369193625
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321369194078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369198125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369535656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321369549000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321369554859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369594453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369667031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321369670828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321369672984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321369673234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369675640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369697500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321369700718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369704109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321369719453
