what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1321458778296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458780234
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458784406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458786328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458788781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458791593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458793656
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1321458797328
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1321458797406
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321458799703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458802468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458802687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458806375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458806609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458810875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458811062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458816281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458817187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458820187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458836703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458843125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458843125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458843234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458849031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458850234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458850234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458850375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458885156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458898140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458898468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458905000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458912359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458912718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458913093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458916656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458923453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458928343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458931937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458935890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458940484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458941125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1321458949406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458952156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321458952453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1321458960437
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1321458965984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458967562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458994359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321458994375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321458994390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321458995890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459008265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459011046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459015609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321459015640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321459015640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459016906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459016906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459016968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459023093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459024515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459024531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459024859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459075515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459076906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459076921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459077015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459156031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459156875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459156890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459157000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459167234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459168640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459168656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459168750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321459199484
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321459200828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459216078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459216265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459229984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459230156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459242890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459243218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459246468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459246703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459247093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459247437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459248484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459248718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459248937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459249156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321459249765
