what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518742843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518743203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518743468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518743687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518743937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518744265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518744671
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321518755031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518773468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518773671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518773843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518774031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518774359
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321518781125
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321518786968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518789203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518795796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321518795828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1321518795828
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1321518797156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518801437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518801437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518801500
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518857765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518859687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518859687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518859796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518865562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518866890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518866890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518867015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518873921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518875656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518875656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518875750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518940281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518941031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518941031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518941375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321518949093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518979781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518980609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518980937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518981203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518981500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518981796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518982156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518982812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1321518998046
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1321518998328
